price,id,name,stats,description,dna,genesis,Species,Rarity Class,Head,Face,Skin,Eyes,Mouth,Earrings,Headgear,Body,Legs,LegAccessories,Background,Perk 1,Perk 2,collectionName,gameName,level,character_tokens,health,shield,talent_points_available,talent_points_total,earn_rate,Overachiever,Hodler,Grounded,Stonewall,Adrenaline Rush,Overshield,Black Widow,Galvanized,Nano Meds,Resilience,Cold Blooded,Perseverance,Escape Artist,Scavenger,Cool Moves,Brawler,Automatic Weapons Proficiency,Scatter Weapons Proficiency,Precision Weapons Proficiency,Explosive Weapons Proficiency,Elemental Weapons Proficiency
15.5,563,Genesis Space Ape #563,https://metadata.verko.io/dynamic/1/563,"Space Apes are in-game playable and tradable character NFTs inside the Cantina Royale Game. Each Space Ape belongs to a certain rarity: Bronze, Silver, Gold, Epic, Legendary. They come with 3 Base Stats: Vitality, Defence, Agility, and 2 randomly assigned Special Perks. Every Space Ape comes with a unique ID which remains permanent within the game and on-chain.",0004000014051c0d525f26150c,True,Genesis Space Ape,Legendary,Default,None,Hyena,Bored,Rage,Gold Double Hoop,Headband Brown,Titan Armor Mk.2 Red,Mercenary Pants Red,Quad Grenades 1 Blue,Neon,Black Widow,Cold Blooded,Genesis Space Ape,Cantina Royale,11,2286,4604,2677,25,25,2.2,1,2,0,0,2,2,10,1,1,1,11,2,0,3,1,1,0,0,0,0,0
1.55,14728,Genesis Space Ape #14728,https://metadata.verko.io/dynamic/1/14728,"Space Apes are in-game playable and tradable character NFTs inside the Cantina Royale Game. Each Space Ape belongs to a certain rarity: Bronze, Silver, Gold, Epic, Legendary. They come with 3 Base Stats: Vitality, Defence, Agility, and 2 randomly assigned Special Perks. Every Space Ape comes with a unique ID which remains permanent within the game and on-chain.",0000000004051c000033082808,True,Genesis Space Ape,Bronze,Default,None,Cream,Bored,Rage,None,None,Large Vest Brown,Tactical Pants Orange,Tactical Bags Yellow,Desert,Precision Weapons Proficiency,Explosive Weapons Proficiency,Genesis Space Ape,Cantina Royale,2,92,2652,1376,0,0,1.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,0
5.0,7809,Genesis Space Ape #7809,https://metadata.verko.io/dynamic/1/7809,"Space Apes are in-game playable and tradable character NFTs inside the Cantina Royale Game. Each Space Ape belongs to a certain rarity: Bronze, Silver, Gold, Epic, Legendary. They come with 3 Base Stats: Vitality, Defence, Agility, and 2 randomly assigned Special Perks. Every Space Ape comes with a unique ID which remains permanent within the game and on-chain.",00010000092b100539690d0309,True,Genesis Space Ape,Silver,Default,None,Gray,Space Goggles Black,Discomfort,Silver Stud,Fawks Hawk Black,Pilot Armor Black,Company Pants Black,Company Bags Green,Artic,Brawler,Galvanized,Genesis Space Ape,Cantina Royale,4,2236,2940,1523,0,0,1.27,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,10,0,0,0,0,0
5.0,7954,Genesis Space Ape #7954,https://metadata.verko.io/dynamic/1/7954,"Space Apes are in-game playable and tradable character NFTs inside the Cantina Royale Game. Each Space Ape belongs to a certain rarity: Bronze, Silver, Gold, Epic, Legendary. They come with 3 Base Stats: Vitality, Defence, Agility, and 2 randomly assigned Special Perks. Every Space Ape comes with a unique ID which remains permanent within the game and on-chain.",00010000080d1c0e5231243309,True,Genesis Space Ape,Silver,Default,None,Golden Brown,Cyborg Blue,Rage,Silver Double Stud,Headband Brown,Large Vest Orange,Mercenary Pants Green,Titan Bags Blue,Artic,Escape Artist,Resilience,Genesis Space Ape,Cantina Royale,3,0,2836,1469,0,0,1.17,0,0,0,0,0,0,0,0,0,10,0,0,10,0,0,0,0,0,0,0,0
2.65,11557,Genesis Space Ape #11557,https://metadata.verko.io/dynamic/1/11557,"Space Apes are in-game playable and tradable character NFTs inside the Cantina Royale Game. Each Space Ape belongs to a certain rarity: Bronze, Silver, Gold, Epic, Legendary. They come with 3 Base Stats: Vitality, Defence, Agility, and 2 randomly assigned Special Perks. Every Space Ape comes with a unique ID which remains permanent within the game and on-chain.",0000000011051d00004f070008,True,Genesis Space Ape,Bronze,Default,None,White,Bored,Small Grin,None,None,Company Armor Black,Tactical Pants Brown,None,Desert,Cool Moves,Grounded,Genesis Space Ape,Cantina Royale,1,0,2600,1350,0,0,1.0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0
1.8,13097,Genesis Space Ape #13097,https://metadata.verko.io/dynamic/1/13097,"Space Apes are in-game playable and tradable character NFTs inside the Cantina Royale Game. Each Space Ape belongs to a certain rarity: Bronze, Silver, Gold, Epic, Legendary. They come with 3 Base Stats: Vitality, Defence, Agility, and 2 randomly assigned Special Perks. Every Space Ape comes with a unique ID which remains permanent within the game and on-chain.",000000000405190000400d3108,True,Genesis Space Ape,Bronze,Default,None,Cream,Bored,Phoneme Oh,None,None,Tank Shirt Brown,Company Pants Black,Titan Bags Brown,Desert,Explosive Weapons Proficiency,Hodler,Genesis Space Ape,Cantina Royale,2,16,2652,1376,0,0,1.08,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0
2.9,10406,Genesis Space Ape #10406,https://metadata.verko.io/dynamic/1/10406,"Space Apes are in-game playable and tradable character NFTs inside the Cantina Royale Game. Each Space Ape belongs to a certain rarity: Bronze, Silver, Gold, Epic, Legendary. They come with 3 Base Stats: Vitality, Defence, Agility, and 2 randomly assigned Special Perks. Every Space Ape comes with a unique ID which remains permanent within the game and on-chain.",0000000000011d00002e070608,True,Genesis Space Ape,Bronze,Default,None,Black,Angry,Small Grin,None,None,Leather Vest Black,Tactical Pants Brown,Company Bags Black,Desert,Galvanized,Black Widow,Genesis Space Ape,Cantina Royale,1,6,2600,1350,0,0,1.0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0
2.19,5323,Genesis Space Ape #5323,https://metadata.verko.io/dynamic/1/5323,"Space Apes are in-game playable and tradable character NFTs inside the Cantina Royale Game. Each Space Ape belongs to a certain rarity: Bronze, Silver, Gold, Epic, Legendary. They come with 3 Base Stats: Vitality, Defence, Agility, and 2 randomly assigned Special Perks. Every Space Ape comes with a unique ID which remains permanent within the game and on-chain.",000100000f1c1103424d0e0309,True,Genesis Space Ape,Silver,Default,None,Tan,Blindfold Red,Dumbfounded,Silver Hoop,Beanie Green,Tactical Vest Green,Company Pants Orange,Company Bags Green,Artic,Overachiever,Elemental Weapons Proficiency,Genesis Space Ape,Cantina Royale,1,19,2700,1400,0,0,1.0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
2.8,5395,Genesis Space Ape #5395,https://metadata.verko.io/dynamic/1/5395,"Space Apes are in-game playable and tradable character NFTs inside the Cantina Royale Game. Each Space Ape belongs to a certain rarity: Bronze, Silver, Gold, Epic, Legendary. They come with 3 Base Stats: Vitality, Defence, Agility, and 2 randomly assigned Special Perks. Every Space Ape comes with a unique ID which remains permanent within the game and on-chain.",000100001117090e41410e1109,True,Genesis Space Ape,Silver,Default,None,White,Sleepy,Unshaven,Silver Double Stud,Beanie Black,Tank Shirt Red,Company Pants Orange,Dual Grenades 2 Blue,Artic,Adrenaline Rush,Resilience,Genesis Space Ape,Cantina Royale,2,11,2754,1427,0,0,1.08,0,0,0,0,10,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0
1.66,7521,Genesis Space Ape #7521,https://metadata.verko.io/dynamic/1/7521,"Space Apes are in-game playable and tradable character NFTs inside the Cantina Royale Game. Each Space Ape belongs to a certain rarity: Bronze, Silver, Gold, Epic, Legendary. They come with 3 Base Stats: Vitality, Defence, Agility, and 2 randomly assigned Special Perks. Every Space Ape comes with a unique ID which remains permanent within the game and on-chain.",00010000231709104f381e0009,True,Genesis Space Ape,Silver,Default,None,ShinySilver,Sleepy,Unshaven,Ear Tag,Headband Red,T Shirt Blue,Rogue Pants Orange,None,Artic,Black Widow,Hodler,Genesis Space Ape,Cantina Royale,1,19,2700,1400,0,0,1.0,0,10,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.69,10887,Genesis Space Ape #10887,https://metadata.verko.io/dynamic/1/10887,"Space Apes are in-game playable and tradable character NFTs inside the Cantina Royale Game. Each Space Ape belongs to a certain rarity: Bronze, Silver, Gold, Epic, Legendary. They come with 3 Base Stats: Vitality, Defence, Agility, and 2 randomly assigned Special Perks. Every Space Ape comes with a unique ID which remains permanent within the game and on-chain.",0000000002171a0000491b3108,True,Genesis Space Ape,Bronze,Default,None,Brown,Sleepy,Phoneme Vuh,None,None,Tactical Vest Brown,Pilot Pants Brown,Titan Bags Brown,Desert,Automatic Weapons Proficiency,Perseverance,Genesis Space Ape,Cantina Royale,1,0,2600,1350,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,10,0,0,0,0
5.4,4779,Genesis Space Ape #4779,https://metadata.verko.io/dynamic/1/4779,"Space Apes are in-game playable and tradable character NFTs inside the Cantina Royale Game. Each Space Ape belongs to a certain rarity: Bronze, Silver, Gold, Epic, Legendary. They come with 3 Base Stats: Vitality, Defence, Agility, and 2 randomly assigned Special Perks. Every Space Ape comes with a unique ID which remains permanent within the game and on-chain.",000200001718110d405a26260a,True,Genesis Space Ape,Gold,Default,None,Chrome,Sunglases,Dumbfounded,Gold Double Hoop,Fluffy Hat Brown,Titan Armor Red,Mercenary Pants Red,Tactical Bags Green,Golden,Resilience,Elemental Weapons Proficiency,Genesis Space Ape,Cantina Royale,1,0,2800,1500,0,0,1.0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,10
2.03,10202,Genesis Space Ape #10202,https://metadata.verko.io/dynamic/1/10202,"Space Apes are in-game playable and tradable character NFTs inside the Cantina Royale Game. Each Space Ape belongs to a certain rarity: Bronze, Silver, Gold, Epic, Legendary. They come with 3 Base Stats: Vitality, Defence, Agility, and 2 randomly assigned Special Perks. Every Space Ape comes with a unique ID which remains permanent within the game and on-chain.",0000000002171a000044062708,True,Genesis Space Ape,Bronze,Default,None,Brown,Sleepy,Phoneme Vuh,None,None,Hoodie Blue,Tactical Pants Black,Tactical Bags Blue,Desert,Hodler,Scavenger,Genesis Space Ape,Cantina Royale,1,19,2600,1350,0,0,1.0,0,10,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0
2.41,7448,Genesis Space Ape #7448,https://metadata.verko.io/dynamic/1/7448,"Space Apes are in-game playable and tradable character NFTs inside the Cantina Royale Game. Each Space Ape belongs to a certain rarity: Bronze, Silver, Gold, Epic, Legendary. They come with 3 Base Stats: Vitality, Defence, Agility, and 2 randomly assigned Special Perks. Every Space Ape comes with a unique ID which remains permanent within the game and on-chain.",000100000f191100414f081309,True,Genesis Space Ape,Silver,Default,None,Tan,Wide Eyed,Dumbfounded,None,Beanie Black,Company Armor Black,Tactical Pants Orange,Dual Grenades 2 Orange,Artic,Overachiever,Cold Blooded,Genesis Space Ape,Cantina Royale,4,116,2940,1523,0,0,1.27,10,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0
1.8,10187,Genesis Space Ape #10187,https://metadata.verko.io/dynamic/1/10187,"Space Apes are in-game playable and tradable character NFTs inside the Cantina Royale Game. Each Space Ape belongs to a certain rarity: Bronze, Silver, Gold, Epic, Legendary. They come with 3 Base Stats: Vitality, Defence, Agility, and 2 randomly assigned Special Perks. Every Space Ape comes with a unique ID which remains permanent within the game and on-chain.",000000000c0610000034183108,True,Genesis Space Ape,Bronze,Default,None,Red,Closed,Discomfort,None,None,Large Vest Green,Pilot Pants White,Titan Bags Brown,Desert,Escape Artist,Overachiever,Genesis Space Ape,Cantina Royale,2,16,2652,1376,0,0,1.08,10,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0
6.9,1283,Genesis Space Ape #1283,https://metadata.verko.io/dynamic/1/1283,"Space Apes are in-game playable and tradable character NFTs inside the Cantina Royale Game. Each Space Ape belongs to a certain rarity: Bronze, Silver, Gold, Epic, Legendary. They come with 3 Base Stats: Vitality, Defence, Agility, and 2 randomly assigned Special Perks. Every Space Ape comes with a unique ID which remains permanent within the game and on-chain.",000300001919100a315c1a370b,True,Genesis Space Ape,Epic,Default,None,Emerald,Wide Eyed,Discomfort,Silver Triple Helix,Cowboy Hat Black,Titan Armor Blue,Pilot Pants Green,Waistband Blue,Outworld,Brawler,Stonewall,Genesis Space Ape,Cantina Royale,2,2,2958,1629,0,0,1.08,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0
40.0,1854,Genesis Space Ape #1854,https://metadata.verko.io/dynamic/1/1854,"Space Apes are in-game playable and tradable character NFTs inside the Cantina Royale Game. Each Space Ape belongs to a certain rarity: Bronze, Silver, Gold, Epic, Legendary. They come with 3 Base Stats: Vitality, Defence, Agility, and 2 randomly assigned Special Perks. Every Space Ape comes with a unique ID which remains permanent within the game and on-chain.",000300001704000d3e56201d0b,True,Genesis Space Ape,Epic,Default,None,Chrome,Blue Beams,Bored,Gold Double Hoop,Fluffy Hat Black,Company Armor Mk.2 Orange,Rogue Pants Green,Mortars Green,Outworld,Resilience,Brawler,Genesis Space Ape,Cantina Royale,1,0,2900,1600,0,0,1.0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,10,0,0,0,0,0
2.2,5717,Genesis Space Ape #5717,https://metadata.verko.io/dynamic/1/5717,"Space Apes are in-game playable and tradable character NFTs inside the Cantina Royale Game. Each Space Ape belongs to a certain rarity: Bronze, Silver, Gold, Epic, Legendary. They come with 3 Base Stats: Vitality, Defence, Agility, and 2 randomly assigned Special Perks. Every Space Ape comes with a unique ID which remains permanent within the game and on-chain.",0001000001151910512d250409,True,Genesis Space Ape,Silver,Default,None,Blue,Sad,Phoneme Oh,Ear Tag,Headband White,Leather Vest Brown,Mercenary Pants Blue,Company Bags Blue,Artic,Perseverance,Scavenger,Genesis Space Ape,Cantina Royale,5,14,3064,1587,0,0,1.37,0,0,0,0,0,0,0,0,0,0,0,10,0,10,0,0,0,0,0,0,0
3.15,10178,Genesis Space Ape #10178,https://metadata.verko.io/dynamic/1/10178,"Space Apes are in-game playable and tradable character NFTs inside the Cantina Royale Game. Each Space Ape belongs to a certain rarity: Bronze, Silver, Gold, Epic, Legendary. They come with 3 Base Stats: Vitality, Defence, Agility, and 2 randomly assigned Special Perks. Every Space Ape comes with a unique ID which remains permanent within the game and on-chain.",0000000008011200003e1c2808,True,Genesis Space Ape,Bronze,Default,None,Golden Brown,Angry,Grin,None,None,Tank Shirt Blue,Pilot Pants Black,Tactical Bags Yellow,Desert,Cool Moves,Galvanized,Genesis Space Ape,Cantina Royale,8,3511,3407,1768,10,10,1.74,2,0,0,0,1,3,0,11,0,1,0,1,0,0,11,0,0,0,0,0,0
2.2,14802,Genesis Space Ape #14802,https://metadata.verko.io/dynamic/1/14802,"Space Apes are in-game playable and tradable character NFTs inside the Cantina Royale Game. Each Space Ape belongs to a certain rarity: Bronze, Silver, Gold, Epic, Legendary. They come with 3 Base Stats: Vitality, Defence, Agility, and 2 randomly assigned Special Perks. Every Space Ape comes with a unique ID which remains permanent within the game and on-chain.",000000000017090000490a2608,True,Genesis Space Ape,Bronze,Default,None,Black,Sleepy,Unshaven,None,None,Tactical Vest Brown,Tactical Pants Red,Tactical Bags Green,Desert,Nano Meds,Scavenger,Genesis Space Ape,Cantina Royale,4,1884,2832,1469,0,0,1.27,0,0,0,0,0,0,0,0,10,0,0,0,0,10,0,0,0,0,0,0,0
7.0,14203,Genesis Space Ape #14203,https://metadata.verko.io/dynamic/1/14203,"Space Apes are in-game playable and tradable character NFTs inside the Cantina Royale Game. Each Space Ape belongs to a certain rarity: Bronze, Silver, Gold, Epic, Legendary. They come with 3 Base Stats: Vitality, Defence, Agility, and 2 randomly assigned Special Perks. Every Space Ape comes with a unique ID which remains permanent within the game and on-chain.",0000000004191b000037092808,True,Genesis Space Ape,Bronze,Default,None,Cream,Wide Eyed,Phoneme Wah,None,None,T Shirt Orange,Tactical Pants Blue,Tactical Bags Yellow,Desert,Cold Blooded,Explosive Weapons Proficiency,Genesis Space Ape,Cantina Royale,1,0,2600,1350,0,0,1.0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,10,0
11.5,1540,Genesis Space Ape #1540,https://metadata.verko.io/dynamic/1/1540,"Space Apes are in-game playable and tradable character NFTs inside the Cantina Royale Game. Each Space Ape belongs to a certain rarity: Bronze, Silver, Gold, Epic, Legendary. They come with 3 Base Stats: Vitality, Defence, Agility, and 2 randomly assigned Special Perks. Every Space Ape comes with a unique ID which remains permanent within the game and on-chain.",0003000014171809327b142b0b,True,Genesis Space Ape,Epic,Default,None,Hyena,Sleepy,Phoneme L,Gold Double Helix,Cowboy Hat White,Mercenary Armor Mk.2 Black,Titan Pants Blue,Tech Belt Grey,Outworld,Nano Meds,Overachiever,Genesis Space Ape,Cantina Royale,4,21,3158,1739,0,0,1.27,10,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0
24.5,1007,Genesis Space Ape #1007,https://metadata.verko.io/dynamic/1/1007,"Space Apes are in-game playable and tradable character NFTs inside the Cantina Royale Game. Each Space Ape belongs to a certain rarity: Bronze, Silver, Gold, Epic, Legendary. They come with 3 Base Stats: Vitality, Defence, Agility, and 2 randomly assigned Special Perks. Every Space Ape comes with a unique ID which remains permanent within the game and on-chain.",000300000d0f190f305e1f190b,True,Genesis Space Ape,Epic,Default,None,Robot,Eyepatch,Phoneme Oh,Gold Double Stud,Cowboy Hat Brown,Titan Armor Neon,Rogue Pants Blue,Quad Grenades 2 Blue,Outworld,Black Widow,Nano Meds,Genesis Space Ape,Cantina Royale,20,0,7089,3902,70,70,4.47,2,2,0,0,2,5,11,5,10,0,0,3,1,0,2,0,0,0,0,0,0
2.9,10117,Genesis Space Ape #10117,https://metadata.verko.io/dynamic/1/10117,"Space Apes are in-game playable and tradable character NFTs inside the Cantina Royale Game. Each Space Ape belongs to a certain rarity: Bronze, Silver, Gold, Epic, Legendary. They come with 3 Base Stats: Vitality, Defence, Agility, and 2 randomly assigned Special Perks. Every Space Ape comes with a unique ID which remains permanent within the game and on-chain.",000000000005030000400d3408,True,Genesis Space Ape,Bronze,Default,None,Black,Bored,Bored Cigarrette,None,None,Tank Shirt Brown,Company Pants Black,Titan Bags Red,Desert,Brawler,Scatter Weapons Proficiency,Genesis Space Ape,Cantina Royale,1,0,2600,1350,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,10,0,0,0
20.0,160,Genesis Space Ape #160,https://metadata.verko.io/dynamic/1/160,"Space Apes are in-game playable and tradable character NFTs inside the Cantina Royale Game. Each Space Ape belongs to a certain rarity: Bronze, Silver, Gold, Epic, Legendary. They come with 3 Base Stats: Vitality, Defence, Agility, and 2 randomly assigned Special Perks. Every Space Ape comes with a unique ID which remains permanent within the game and on-chain.",0004000013050e112f6d21050c,True,Genesis Space Ape,Legendary,Default,None,Devil,Bored,Unshaven Pipe,OG Tag,Captain Hat Red,Pilot Armor Mk.2 Green,Rogue Pants Black,Company Bags Brown,Neon,Stonewall,Explosive Weapons Proficiency,Genesis Space Ape,Cantina Royale,1,0,3000,1750,0,0,1.0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0
2.0,9177,Genesis Space Ape #9177,https://metadata.verko.io/dynamic/1/9177,"Space Apes are in-game playable and tradable character NFTs inside the Cantina Royale Game. Each Space Ape belongs to a certain rarity: Bronze, Silver, Gold, Epic, Legendary. They come with 3 Base Stats: Vitality, Defence, Agility, and 2 randomly assigned Special Perks. Every Space Ape comes with a unique ID which remains permanent within the game and on-chain.",000100001d181d0053430c2e09,True,Genesis Space Ape,Silver,Default,None,Oil,Sunglases,Small Grin,None,Headband Green,Hoodie Orange,Company Pants Blue,Tech Belt Red,Artic,Hodler,Cold Blooded,Genesis Space Ape,Cantina Royale,5,1227,3064,1587,0,0,1.37,0,10,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0
4.25,1855,Genesis Space Ape #1855,https://metadata.verko.io/dynamic/1/1855,"Space Apes are in-game playable and tradable character NFTs inside the Cantina Royale Game. Each Space Ape belongs to a certain rarity: Bronze, Silver, Gold, Epic, Legendary. They come with 3 Base Stats: Vitality, Defence, Agility, and 2 randomly assigned Special Perks. Every Space Ape comes with a unique ID which remains permanent within the game and on-chain.",000300001c21000634750e350b,True,Genesis Space Ape,Epic,Default,None,Midnight,GoldCoins,Bored,Gold Stud,Combat Helmet Blue,Mercenary Armor Orange,Company Pants Orange,Waistband Red,Outworld,Adrenaline Rush,Cold Blooded,Genesis Space Ape,Cantina Royale,3,10,3046,1677,0,0,1.17,0,0,0,0,10,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0
1.55,11133,Genesis Space Ape #11133,https://metadata.verko.io/dynamic/1/11133,"Space Apes are in-game playable and tradable character NFTs inside the Cantina Royale Game. Each Space Ape belongs to a certain rarity: Bronze, Silver, Gold, Epic, Legendary. They come with 3 Base Stats: Vitality, Defence, Agility, and 2 randomly assigned Special Perks. Every Space Ape comes with a unique ID which remains permanent within the game and on-chain.",0000000000011d000002082608,True,Genesis Space Ape,Bronze,Default,None,Black,Angry,Small Grin,None,None,Bandolier,Tactical Pants Orange,Tactical Bags Green,Desert,Elemental Weapons Proficiency,Brawler,Genesis Space Ape,Cantina Royale,1,18,2600,1350,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,10
2.2,10356,Genesis Space Ape #10356,https://metadata.verko.io/dynamic/1/10356,"Space Apes are in-game playable and tradable character NFTs inside the Cantina Royale Game. Each Space Ape belongs to a certain rarity: Bronze, Silver, Gold, Epic, Legendary. They come with 3 Base Stats: Vitality, Defence, Agility, and 2 randomly assigned Special Perks. Every Space Ape comes with a unique ID which remains permanent within the game and on-chain.",0000000000051c000045093008,True,Genesis Space Ape,Bronze,Default,None,Black,Bored,Rage,None,None,Hoodie Green,Tactical Pants Blue,Titan Bags Green,Desert,Galvanized,Cool Moves,Genesis Space Ape,Cantina Royale,4,19,2832,1469,0,0,1.27,0,0,0,0,0,0,0,10,0,0,0,0,0,0,10,0,0,0,0,0,0
2.9,6184,Genesis Space Ape #6184,https://metadata.verko.io/dynamic/1/6184,"Space Apes are in-game playable and tradable character NFTs inside the Cantina Royale Game. Each Space Ape belongs to a certain rarity: Bronze, Silver, Gold, Epic, Legendary. They come with 3 Base Stats: Vitality, Defence, Agility, and 2 randomly assigned Special Perks. Every Space Ape comes with a unique ID which remains permanent within the game and on-chain.",000100001a1c16014836200f09,True,Genesis Space Ape,Silver,Default,None,Frost,Blindfold Red,Jovial,Silver Cross,Pilot Cap Red,T Shirt Black,Rogue Pants Green,Dual Grenades 1 Orange,Artic,Stonewall,Grounded,Genesis Space Ape,Cantina Royale,1,0,2700,1400,0,0,1.0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.39,4575,Genesis Space Ape #4575,https://metadata.verko.io/dynamic/1/4575,"Space Apes are in-game playable and tradable character NFTs inside the Cantina Royale Game. Each Space Ape belongs to a certain rarity: Bronze, Silver, Gold, Epic, Legendary. They come with 3 Base Stats: Vitality, Defence, Agility, and 2 randomly assigned Special Perks. Every Space Ape comes with a unique ID which remains permanent within the game and on-chain.",000200001d1d18022a780e1f0a,True,Genesis Space Ape,Gold,Default,None,Oil,Blindfold Black,Phoneme L,Gold Cross,Captain Hat Black,Mercenary Armor Blue,Company Pants Orange,Mortars Brown,Golden,Galvanized,Brawler,Genesis Space Ape,Cantina Royale,1,16,2800,1500,0,0,1.0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,10,0,0,0,0,0
3.2,13016,Genesis Space Ape #13016,https://metadata.verko.io/dynamic/1/13016,"Space Apes are in-game playable and tradable character NFTs inside the Cantina Royale Game. Each Space Ape belongs to a certain rarity: Bronze, Silver, Gold, Epic, Legendary. They come with 3 Base Stats: Vitality, Defence, Agility, and 2 randomly assigned Special Perks. Every Space Ape comes with a unique ID which remains permanent within the game and on-chain.",0000000009190900003c0a0508,True,Genesis Space Ape,Bronze,Default,None,Gray,Wide Eyed,Unshaven,None,None,Tank Shirt Black,Tactical Pants Red,Company Bags Brown,Desert,Perseverance,Grounded,Genesis Space Ape,Cantina Royale,1,0,2600,1350,0,0,1.0,0,0,10,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0
4.4,5569,Genesis Space Ape #5569,https://metadata.verko.io/dynamic/1/5569,"Space Apes are in-game playable and tradable character NFTs inside the Cantina Royale Game. Each Space Ape belongs to a certain rarity: Bronze, Silver, Gold, Epic, Legendary. They come with 3 Base Stats: Vitality, Defence, Agility, and 2 randomly assigned Special Perks. Every Space Ape comes with a unique ID which remains permanent within the game and on-chain.",0001000000050e054278212709,True,Genesis Space Ape,Silver,Default,None,Black,Bored,Unshaven Pipe,Silver Stud,Beanie Green,Mercenary Armor Blue,Rogue Pants Black,Tactical Bags Blue,Artic,Overshield,Automatic Weapons Proficiency,Genesis Space Ape,Cantina Royale,1,0,2700,1400,0,0,1.0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0
4.0,3576,Genesis Space Ape #3576,https://metadata.verko.io/dynamic/1/3576,"Space Apes are in-game playable and tradable character NFTs inside the Cantina Royale Game. Each Space Ape belongs to a certain rarity: Bronze, Silver, Gold, Epic, Legendary. They come with 3 Base Stats: Vitality, Defence, Agility, and 2 randomly assigned Special Perks. Every Space Ape comes with a unique ID which remains permanent within the game and on-chain.",00020000171c1706445d1f210a,True,Genesis Space Ape,Gold,Default,None,Chrome,Blindfold Red,Phoneme Ooo,Gold Stud,Beanie Red,Titan Armor Orange,Rogue Pants Blue,Pilot Bags Green,Golden,Grounded,Scavenger,Genesis Space Ape,Cantina Royale,7,202,3489,1867,5,5,1.6,0,0,10,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0
3.55,3571,Genesis Space Ape #3571,https://metadata.verko.io/dynamic/1/3571,"Space Apes are in-game playable and tradable character NFTs inside the Cantina Royale Game. Each Space Ape belongs to a certain rarity: Bronze, Silver, Gold, Epic, Legendary. They come with 3 Base Stats: Vitality, Defence, Agility, and 2 randomly assigned Special Perks. Every Space Ape comes with a unique ID which remains permanent within the game and on-chain.",000200000c250e083371171a0a,True,Genesis Space Ape,Gold,Default,None,Red,Holographic Yellow,Unshaven Pipe,Silver Double Helix,Combat Helmet Green,Rogue Armor Orange,Pilot Pants Orange,Quad Grenades 2 Green,Golden,Hodler,Cold Blooded,Genesis Space Ape,Cantina Royale,2,19,2856,1528,0,0,1.08,0,10,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0
3.72,12751,Genesis Space Ape #12751,https://metadata.verko.io/dynamic/1/12751,"Space Apes are in-game playable and tradable character NFTs inside the Cantina Royale Game. Each Space Ape belongs to a certain rarity: Bronze, Silver, Gold, Epic, Legendary. They come with 3 Base Stats: Vitality, Defence, Agility, and 2 randomly assigned Special Perks. Every Space Ape comes with a unique ID which remains permanent within the game and on-chain.",000000000001110000371c0008,True,Genesis Space Ape,Bronze,Default,None,Black,Angry,Dumbfounded,None,None,T Shirt Orange,Pilot Pants Black,None,Desert,Brawler,Cool Moves,Genesis Space Ape,Cantina Royale,1,0,2600,1350,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0
